Title,Director,Cast,Genre,comb
duvvada jagannadham,Harish Shankar,"Allu Arjun, Pooja Hegde, Vennela Kishore",Action Comedy,"Harish Shankar Allu Arjun, Pooja Hegde, Vennela Kishore Action Comedy"
raja meeru keka,Krishna Kishore,"Taraka Ratna, Revanth, Noel Sean, Lasya",Drama,"Krishna Kishore Taraka Ratna, Revanth, Noel Sean, Lasya Drama"
pelliki mundu prema katha,Madhu Gopu,"Chethan Cheenu, Sunaina, Thagubothu Ramesh",Romance,"Madhu Gopu Chethan Cheenu, Sunaina, Thagubothu Ramesh Romance"
kaadhali,Pattabhi R. Chilukuri,"Harish Kalyan, Sai Ronak, Pooja K. Doshi, Mohan Raman",Drama,"Pattabhi R. Chilukuri Harish Kalyan, Sai Ronak, Pooja K. Doshi, Mohan Raman Drama"
radha,Chandra Mohan,"Sharwanand, Lavanya Tripathi, Aksha Pardasany",Masala,"Chandra Mohan Sharwanand, Lavanya Tripathi, Aksha Pardasany Masala"
neelampati ammoru,Thota Krishnamurthy,"Sai Kiran, Suman, Sri Latha",Drama,"Thota Krishnamurthy Sai Kiran, Suman, Sri Latha Drama"
fashion designer s/o ladies tailor,Vamsi,"Sumanth Ashwin, Anisha Ambrose, Manali Rathod, Manasa Himavarsha",Romantic/Comedy,"Vamsi Sumanth Ashwin, Anisha Ambrose, Manali Rathod, Manasa Himavarsha Romantic/Comedy"
ami thumi,Mohan Krishna Indraganti,"Srinivas Avasarala, Eesha Rebba, Adivi Sesh, Tanikella Bharani, Vennela Kishore",Comedy,"Mohan Krishna Indraganti Srinivas Avasarala, Eesha Rebba, Adivi Sesh, Tanikella Bharani, Vennela Kishore Comedy"
andhhagadu,Veligonda Srinivas,"Raj Tarun, Hebah Patel, Rajendra Prasad, Ashish Vidyarthi, Raja Ravindra",Romantic/Comedy,"Veligonda Srinivas Raj Tarun, Hebah Patel, Rajendra Prasad, Ashish Vidyarthi, Raja Ravindra Romantic/Comedy"
kathanayakulu,Habeeb Shariff,"Prayaga Bhasker, Raghavendra Rao Yadav",Thriller,"Habeeb Shariff Prayaga Bhasker, Raghavendra Rao Yadav Thriller"
devadas,Sriram Adittya,"Nagarjuna Akkineni, Nani, Rashmika Mandanna, Aakanksha Singh, Kunal Kapoor",Romantic drama,"Sriram Adittya Nagarjuna Akkineni, Nani, Rashmika Mandanna, Aakanksha Singh, Kunal Kapoor Romantic drama"
natakam,Kalyanji Gogana,"Ashish Gandhi, Ashima Narwal",Romantic drama,"Kalyanji Gogana Ashish Gandhi, Ashima Narwal Romantic drama"
desamlo dongalu paddaru,Goutham Rajkumar,"Khayyum Ali, Taniahq Rajan, Ali, Pruthviraj, Lohit Kumar",Drama,"Goutham Rajkumar Khayyum Ali, Taniahq Rajan, Ali, Pruthviraj, Lohit Kumar Drama"
bhale manchi chowka beram,Murali Krishna Mudidani,"Naveed, Mujtaba Ali Khan, Yamini Bhaskar, Kerintha Nookaraju",Romantic drama,"Murali Krishna Mudidani Naveed, Mujtaba Ali Khan, Yamini Bhaskar, Kerintha Nookaraju Romantic drama"
nota,Anand Shankar,"Vijay Devarakonda, Mehreen Pirzada, Yashika Anand, Sathyaraj, Nassar",Political drama,"Anand Shankar Vijay Devarakonda, Mehreen Pirzada, Yashika Anand, Sathyaraj, Nassar Political drama"
aravinda sametha veera raghava,Trivikram Srinivas,"N. T. Rama Rao Jr., Pooja Hegde, Eesha Rebba, Jagapathi Babu, Sithara",Action Drama,"Trivikram Srinivas N. T. Rama Rao Jr., Pooja Hegde, Eesha Rebba, Jagapathi Babu, Sithara Action Drama"
moodu puvulu aaru kayalu,Ramaswamy,"Arjun Yagith, Bharath Bandaru, Sowmya Venugopal, Pavani",Drama,"Ramaswamy Arjun Yagith, Bharath Bandaru, Sowmya Venugopal, Pavani Drama"
hello guru prema kosame,Trinadha Rao Nakkina,"Ram Pothineni, Anupama Parameswaran, Pranitha Subhash, Prakash Raj",Romantic comedy,"Trinadha Rao Nakkina Ram Pothineni, Anupama Parameswaran, Pranitha Subhash, Prakash Raj Romantic comedy"
bangari balaraju,Kotendra Dudyala,"Raghav, Karronya Katrynn, Ajay Ghosh, Rohini, Lekhana",Romantic thriller,"Kotendra Dudyala Raghav, Karronya Katrynn, Ajay Ghosh, Rohini, Lekhana Romantic thriller"
savyasachi,Chandoo Mondeti,"Naga Chaitanya, R. Madhavan, Nidhhi Agerwal, Bhumika Chawla",Action,"Chandoo Mondeti Naga Chaitanya, R. Madhavan, Nidhhi Agerwal, Bhumika Chawla Action"
ratham,Chandrashekar Kanuri,"Geetanand, Chandni Bhagwanani",Romantic comedy,"Chandrashekar Kanuri Geetanand, Chandni Bhagwanani Romantic comedy"
veera bhoga vasantha rayalu,R. Indrasena,"Nara Rohith, Sudheer Babu, Shriya Saran,  Sree Vishnu",Crime thriller,"R. Indrasena Nara Rohith, Sudheer Babu, Shriya Saran,  Sree Vishnu Crime thriller"
desa dimmari,Nagesh Naradasi,"Tanish Alladi, Sherin, Suman, Mukul Dev, Fish Venkat",Action,"Nagesh Naradasi Tanish Alladi, Sherin, Suman, Mukul Dev, Fish Venkat Action"
nannu dochukunduvate,R. S. Naidu,"Sudheer Babu, Nabha Natesh, Nassar, Thulasi Shivamani",Romantic drama,"R. S. Naidu Sudheer Babu, Nabha Natesh, Nassar, Thulasi Shivamani Romantic drama"
2 friends,Srinivas GLB,"Suraj Gowda, Sonia Dey Sarkar, Farah Titina, Akhil Karthik",Romantic comedy,"Srinivas GLB Suraj Gowda, Sonia Dey Sarkar, Farah Titina, Akhil Karthik Romantic comedy"
maari 2,Balaji Mohan,Maari 2,Tamil,Balaji Mohan Maari 2 Tamil
c/o kancharapalem,Venkatesh Maha,"Nithya Sree, Mohan Bhagath, Kesava. K, Radha Bessey, Vijaya Praveena Paruchuri, Subba Rao",Drama,"Venkatesh Maha Nithya Sree, Mohan Bhagath, Kesava. K, Radha Bessey, Vijaya Praveena Paruchuri, Subba Rao Drama"
ee maya peremito,Ramu Koppula,"Rahul Vijay, Kavya Thapar, Rajendra Prasad",Romantic drama,"Ramu Koppula Rahul Vijay, Kavya Thapar, Rajendra Prasad Romantic drama"
aatagallu,Paruchuri Murali,"Nara Rohit, Jagapathi Babu, Darshana Banik, Brahmanandam",Action - thriller,"Paruchuri Murali Nara Rohit, Jagapathi Babu, Darshana Banik, Brahmanandam Action - thriller"
adhugo,Ravi Babu,"Ravi Babu, Nabha Natesh, Abhishek Varma, Bunty",Adventure,"Ravi Babu Ravi Babu, Nabha Natesh, Abhishek Varma, Bunty Adventure"
anthaku minchi,Jhony,"Jai, Rashmi Gautam",Horror,"Jhony Jai, Rashmi Gautam Horror"
neevevaro,Hari Nath,"Aadhi Pinisetty, Taapsee Pannu, Ritika Singh, Vennela Kishore",Action - thriller,"Hari Nath Aadhi Pinisetty, Taapsee Pannu, Ritika Singh, Vennela Kishore Action - thriller"
super sketch,Ravi Chavali,"Narsingh Makkala, Gary  Tantony, Indra Sena, Sameer Datta, Sophiya",Suspense thriller,"Ravi Chavali Narsingh Makkala, Gary  Tantony, Indra Sena, Sameer Datta, Sophiya Suspense thriller"
@nartanasala,Srinivas Chakravarthy,"Naga Shourya, Kashmira Pardeshi, Yamini Bhaskar, Jayaprakash Reddy, Ajay",Romantic comedy,"Srinivas Chakravarthy Naga Shourya, Kashmira Pardeshi, Yamini Bhaskar, Jayaprakash Reddy, Ajay Romantic comedy"
paper boy,V. Jayashankar,"Santhosh Shoban, Riya Suman, Tanya Hope",Romantic drama,"V. Jayashankar Santhosh Shoban, Riya Suman, Tanya Hope Romantic drama"
antharvedham,ch ravi kishore babu,"Tanikella Bharani, Amar, Santoshi, Posani Krishna Murali",suspense triller,"ch ravi kishore babu Tanikella Bharani, Amar, Santoshi, Posani Krishna Murali suspense triller"
sameeram,Ravi Gundaboina,"Yashwanth, Amrita Acharya, Getup Srinu, Jabardasth Ramu",Romantic drama,"Ravi Gundaboina Yashwanth, Amrita Acharya, Getup Srinu, Jabardasth Ramu Romantic drama"
manu,Phanindra Narsetti,"Raja Gautham, Chandini Chowdhary, Aberaam Varma, Mohan Bhagath",Thriller,"Phanindra Narsetti Raja Gautham, Chandini Chowdhary, Aberaam Varma, Mohan Bhagath Thriller"
premaku raincheck,Akella Peri Srinivas,"Abhilash Vadada, Priya Vadlamani, Monica Tavanam",Romance,"Akella Peri Srinivas Abhilash Vadada, Priya Vadlamani, Monica Tavanam Romance"
silly fellows,Bhimaneni Srinivasa Rao,"Allari Naresh, Sunil, Chitra Shukla, Nandini Rai, Poorna",Comedy,"Bhimaneni Srinivasa Rao Allari Naresh, Sunil, Chitra Shukla, Nandini Rai, Poorna Comedy"
enduko emo,Koti Vaddineni,"Nandu, Noel Sean, Punarnavi Bhupalam, Sudigali Sudheer",Romantic drama,"Koti Vaddineni Nandu, Noel Sean, Punarnavi Bhupalam, Sudigali Sudheer Romantic drama"
masakkali,Nabi Enugubala,"Sai Ronak, Shravya, Kashi Vishwanath, Sirisha",Romantic drama,"Nabi Enugubala Sai Ronak, Shravya, Kashi Vishwanath, Sirisha Romantic drama"
sailaja reddy alludu,Maruthi Dasari,"Naga Chaitanya, Anu Emmanuel, Ramya Krishna, Vennela Kishore, Prudhviraj",Romantic Comedy,"Maruthi Dasari Naga Chaitanya, Anu Emmanuel, Ramya Krishna, Vennela Kishore, Prudhviraj Romantic Comedy"
u turn,Pawan Kumar,"Samantha Akkineni, Aadhi Pinisetty, Rahul Ravindran, Bhoomika Chawla",Mystery - Thriller,"Pawan Kumar Samantha Akkineni, Aadhi Pinisetty, Rahul Ravindran, Bhoomika Chawla Mystery - Thriller"
anu vamsi katha,Ramesh Mukkera,"Santhosh Raj, Neha Deshpande, Suman, Chammak Chandra",Drama,"Ramesh Mukkera Santhosh Raj, Neha Deshpande, Suman, Chammak Chandra Drama"
karma kartha kriya,Nagu Gawara,"Vasant Sameer, Sahar Afsha, Nutan Raj, Ravi Varma, Jayaprakash, Harsha Uppaluri",Romantic thriller,"Nagu Gawara Vasant Sameer, Sahar Afsha, Nutan Raj, Ravi Varma, Jayaprakash, Harsha Uppaluri Romantic thriller"
ishtangaa,Sampath V. Rudra,"Arjun Mahi, Tanishq Rajan, Duvvasi Mohan, Thagubothu Ramesh",Romantic drama,"Sampath V. Rudra Arjun Mahi, Tanishq Rajan, Duvvasi Mohan, Thagubothu Ramesh Romantic drama"
taxiwaala,Rahul Sankrityayan,"Vijay Devarakonda, Priyanka Jawlankar, Malavika Nair, Ravi Prakash",Science Fiction - Horror - Comedy,"Rahul Sankrityayan Vijay Devarakonda, Priyanka Jawlankar, Malavika Nair, Ravi Prakash Science Fiction - Horror - Comedy"
my dear marthandam,Harish K. V.,"Prudhviraj, Rakendu Mouli, Kalyan Vitapu, Kalpika Ganesh,  Krishna Bhagavan",Comedy,"Harish K. V. Prudhviraj, Rakendu Mouli, Kalyan Vitapu, Kalpika Ganesh,  Krishna Bhagavan Comedy"
pacific rim uprising,Steven S. DeKnight,Pacific Rim Uprising,English,Steven S. DeKnight Pacific Rim Uprising English
rajaratham,Anup Bhandari,Rajaratha,Kannada,Anup Bhandari Rajaratha Kannada
kaasi,Kiruthiga Udhayanidhi,Kaali,Tamil,Kiruthiga Udhayanidhi Kaali Tamil
dr. satyamurthy,R. Senthil Nadan,Oru Mugathirai,Tamil,R. Senthil Nadan Oru Mugathirai Tamil
kaala,Pa. Ranjith,Kaala,Tamil,Pa. Ranjith Kaala Tamil
dammunte sommera,Rambala,Dhilluku Dhuddu,Tamil,Rambala Dhilluku Dhuddu Tamil
incredibles 2,Brad Bird,Incredibles 2,English,Brad Bird Incredibles 2 English
tik tik tik,Shakti Soundar Rajan,Tik Tik Tik,Tamil,Shakti Soundar Rajan Tik Tik Tik Tamil
chinna babu,Pandiraj,Kadaikutty Singam,Tamil,Pandiraj Kadaikutty Singam Tamil
vishwaroopam 2,Kamal Haasan,Vishwaroopam II,Tamil,Kamal Haasan Vishwaroopam II Tamil
roshagadu,Ganesh,Thimiru Pudichavan,Tamil,Ganesh Thimiru Pudichavan Tamil
samudra puthrudu aquaman,James Wan,Aquaman,English,James Wan Aquaman English
bhairava geetha,Siddhartha,Bhairava Geetha,Kannada,Siddhartha Bhairava Geetha Kannada
geetha govindam,Parasuram,"Vijay Devarakonda, Rashmika Mandanna, Nagendra Babu",Romantic - Comedy,"Parasuram Vijay Devarakonda, Rashmika Mandanna, Nagendra Babu Romantic - Comedy"
u - kathe hero,Kovera,"Kovera, Himansee Katragadda, Swapna Rao, Subhalekha Sudhakar, Tanikella Bharani",Action,"Kovera Kovera, Himansee Katragadda, Swapna Rao, Subhalekha Sudhakar, Tanikella Bharani Action"
manchukurisevelalo,Bala Bodepudi,"Ram Karthik, Pranali Ghoghare, Vijay Sai, Chammak Chandra",Romantic drama,"Bala Bodepudi Ram Karthik, Pranali Ghoghare, Vijay Sai, Chammak Chandra Romantic drama"
idam jagath,Anil Srikantam,"Sumanth, Anju Kurian, Adithya Menon, Sivaji Raja",Thriller,"Anil Srikantam Sumanth, Anju Kurian, Adithya Menon, Sivaji Raja Thriller"
bluff master,Gopi Ganesh,"Satyadev Kancharana, Nandita Swetha, Adithya Menon, Mahesh Achanta, Brahmaji",Thriller,"Gopi Ganesh Satyadev Kancharana, Nandita Swetha, Adithya Menon, Mahesh Achanta, Brahmaji Thriller"
sarabha,N. Narasimha Rao,"Aakash Kumar, Mishti Chakraborty, Sayaji Shinde, Napolean, Nassar, Puneet Issar",Adventure thriller,"N. Narasimha Rao Aakash Kumar, Mishti Chakraborty, Sayaji Shinde, Napolean, Nassar, Puneet Issar Adventure thriller"
24 kisses,Ayodhya Kumar Krishnamsetty,"Adith Arun, Hebah Patel, Naresh, Rao Ramesh",Romantic comedy,"Ayodhya Kumar Krishnamsetty Adith Arun, Hebah Patel, Naresh, Rao Ramesh Romantic comedy"
law,Gagan Gopal Mulka,"Kamal Kamaraju, Pooja Ramachandran, Mouryani, Manju Bhargavi",Horror thriller,"Gagan Gopal Mulka Kamal Kamaraju, Pooja Ramachandran, Mouryani, Manju Bhargavi Horror thriller"
rangu,Karthikeya,"Tanish, Priya Singh, Posani Krishna Murali, Raghu Karumanchi",Action drama,"Karthikeya Tanish, Priya Singh, Posani Krishna Murali, Raghu Karumanchi Action drama"
rule,Paidi Ramesh,"Shivamani, Sona Patel",Drama,"Paidi Ramesh Shivamani, Sona Patel Drama"
sainyam,J. P. Sravan Kumar,"Vikranth Singh, Bhanu Prakash, Sanju Chowdhary",Action,"J. P. Sravan Kumar Vikranth Singh, Bhanu Prakash, Sanju Chowdhary Action"
student power,Guna Apparao,"Venkat, Surya Kumari, Markandeya",Drama,"Guna Apparao Venkat, Surya Kumari, Markandeya Drama"
amar akbar anthony,Srinu Vaitla,"Ravi Teja, Ileana D'Cruz, Laya, Tarun Arora, Abhimanyu Singh, Vikramjeet Virk, Sunil, Vennela Kishore",Action drama,"Srinu Vaitla Ravi Teja, Ileana D'Cruz, Laya, Tarun Arora, Abhimanyu Singh, Vikramjeet Virk, Sunil, Vennela Kishore Action drama"
operation 2019,Karanam P. Babji,"Srikanth, Diksha Panth, Manchu Manoj, Hari Teja, Sunil",Thriller drama,"Karanam P. Babji Srikanth, Diksha Panth, Manchu Manoj, Hari Teja, Sunil Thriller drama"
next enti?,Kunal Kohli,"Sundeep Kishan, Tamannaah, Navdeep, Poonam Kaur, Larissa Bonesi",Romantic comedy,"Kunal Kohli Sundeep Kishan, Tamannaah, Navdeep, Poonam Kaur, Larissa Bonesi Romantic comedy"
subhalekha+lu,Sarrath Narwade,"Sreenivasa Sayee, Deeksha Sharma Raina, Priya Vadlamani, Vamsi Raj, Mona bedre, Appaji Ambarisha",Romantic drama,"Sarrath Narwade Sreenivasa Sayee, Deeksha Sharma Raina, Priya Vadlamani, Vamsi Raj, Mona bedre, Appaji Ambarisha Romantic drama"
subrahmanyapuram,Santhosh Jagarlapudi,"Sumanth, Eesha Rebba, Saikumar, Amit Sharma",Thriller,"Santhosh Jagarlapudi Sumanth, Eesha Rebba, Saikumar, Amit Sharma Thriller"
anaganaga o premakatha,Pratap Thatamsetti,"Ashwin J. Viraj, Riddhi Kumar",Romance,"Pratap Thatamsetti Ashwin J. Viraj, Riddhi Kumar Romance"
hushaaru,Sree Harsha Konuganti,"Rahul Ramakrishna, Tejus Kancherla, Tej Kurapati, Abhinav Chunchu, Dinesh Tej, Daksha Nagarkar, Priya Vadlamani, Ramya Pasupuleti, Hemal Ingle",Comedy,"Sree Harsha Konuganti Rahul Ramakrishna, Tejus Kancherla, Tej Kurapati, Abhinav Chunchu, Dinesh Tej, Daksha Nagarkar, Priya Vadlamani, Ramya Pasupuleti, Hemal Ingle Comedy"
antariksham 9000 kmph,Sankalp Reddy,"Varun Tej, Aditi Rao Hydari ,Lavanya Tripathi, Srinivas Avasarala",Science - Fiction Space Thriller,"Sankalp Reddy Varun Tej, Aditi Rao Hydari ,Lavanya Tripathi, Srinivas Avasarala Science - Fiction Space Thriller"
padi padi leche manasu,Hanu Raghavapudi,"Sharwanand, Sai Pallavi, Priya Raman, Sunil, Vennela Kishore",Romance,"Hanu Raghavapudi Sharwanand, Sai Pallavi, Priya Raman, Sunil, Vennela Kishore Romance"
kavacham,Srinivas Mamilla,"Bellamkonda Sreenivas, Kajal Aggarwal, Neil Nitin Mukesh, Mehreen Pirzada, Harshvardhan Rane, Posani Krishna Murali",Action thriller,"Srinivas Mamilla Bellamkonda Sreenivas, Kajal Aggarwal, Neil Nitin Mukesh, Mehreen Pirzada, Harshvardhan Rane, Posani Krishna Murali Action thriller"
srinivasa kalyanam,Satish Vegesna,"Nithiin, Raashi Khanna, Nandita Swetha , Prakash Raj",Drama,"Satish Vegesna Nithiin, Raashi Khanna, Nandita Swetha , Prakash Raj Drama"
mahanati,Nag Ashwin,"Keerthi Suresh, Dulquer Salman, Samantha Akkineni, Vijay Devarakonda, Rajendra Prasad",Biographical Period Film,"Nag Ashwin Keerthi Suresh, Dulquer Salman, Samantha Akkineni, Vijay Devarakonda, Rajendra Prasad Biographical Period Film"
siva kasipuram,Hareesh Vattikutti,"Rajesh Sri Chakravarthy , Priyanka Sharma, Chammak Chandra",Romance,"Hareesh Vattikutti Rajesh Sri Chakravarthy , Priyanka Sharma, Chammak Chandra Romance"
chalte chalte,Pradeep K. K.,"Vishwadev Rachakonda, Priyanka Jain, Rajashree Nayar, Shayaji Shinde, Rao Ramesh",Romance,"Pradeep K. K. Vishwadev Rachakonda, Priyanka Jain, Rajashree Nayar, Shayaji Shinde, Rao Ramesh Romance"
hyderabad love story,Raj Satya,"Rahul Ravindran, Sija Rose, Reshmi Menon",Romance,"Raj Satya Rahul Ravindran, Sija Rose, Reshmi Menon Romance"
juvva,Trikoti Peta,"Ranjith, Pallak Lalwani, Posani Krishna Murali, Ali",Romance - Action,"Trikoti Peta Ranjith, Pallak Lalwani, Posani Krishna Murali, Ali Romance - Action"
raa raa,L. Ramakrishna Raju,"Meka Srikanth, Naziya, Posani Krishna Murali, Adhurs Raghu, Shakalaka Shankar",Horror-Comedy,"L. Ramakrishna Raju Meka Srikanth, Naziya, Posani Krishna Murali, Adhurs Raghu, Shakalaka Shankar Horror-Comedy"
ye mantram vesave,Sridhar Marri,"Vijay Deverakonda, Shivani Singh",Romance-Action,"Sridhar Marri Vijay Deverakonda, Shivani Singh Romance-Action"
aithe 2.0,Raj Madiraju,"Indraneil Sengupta, Zara Shah, Kartavya Sharma, Abhishek Gupta",Thriller,"Raj Madiraju Indraneil Sengupta, Zara Shah, Kartavya Sharma, Abhishek Gupta Thriller"
kirrak party,Sharan Koppisetty,"Nikhil Siddharth, Simran Pareenja, Samyuktha Hegde, Rakendu Mouli",Campus Romantic Comedy,"Sharan Koppisetty Nikhil Siddharth, Simran Pareenja, Samyuktha Hegde, Rakendu Mouli Campus Romantic Comedy"
nelluri pedda reddy,V. J. Reddy,"Satish Reddy, Mouryani, Ambati Srinivas",Drama,"V. J. Reddy Satish Reddy, Mouryani, Ambati Srinivas Drama"
vadena,Sai Suneel Nimmala,"Shiv Tandel, Neha Deshpande, Ajay Ghosh",Thriller,"Sai Suneel Nimmala Shiv Tandel, Neha Deshpande, Ajay Ghosh Thriller"
manasainodu,Satyavarapu Venkateswararao,"Manoj Nandam, Priya Singh, Posani Krishna Murali, Raghu Babu",Thriller,"Satyavarapu Venkateswararao Manoj Nandam, Priya Singh, Posani Krishna Murali, Raghu Babu Thriller"
anaganaga oka vullo,Sai Krishna K. V.,"Ashok Kumar, Priyanka Sharma, Suman, Krishnudu",Romantic drama,"Sai Krishna K. V. Ashok Kumar, Priyanka Sharma, Suman, Krishnudu Romantic drama"
mla,Upendra Madhav,"Nandamuri Kalyan Ram, Kajal Aggarwal, Ravi Kishan, Brahmanandam",Action drama,"Upendra Madhav Nandamuri Kalyan Ram, Kajal Aggarwal, Ravi Kishan, Brahmanandam Action drama"
needi naadi oke katha,Udugula Venu,"Sree Vishnu, Satna Titus, Nara Rohit, Posani Krishna Murali",Romantic drama,"Udugula Venu Sree Vishnu, Satna Titus, Nara Rohit, Posani Krishna Murali Romantic drama"
rangasthalam,Sukumar,"Ram Charan, Samantha Akkineni, Aadhi Pinisetty, Jagapathi Babu, Prakash Raj",Period Revenge Drama,"Sukumar Ram Charan, Samantha Akkineni, Aadhi Pinisetty, Jagapathi Babu, Prakash Raj Period Revenge Drama"
chal mohan ranga,Krishna Chaitanya,"Nithiin, Megha Akash, Madhunandan, Rao Ramesh, Sanjay Swaroop",Drama,"Krishna Chaitanya Nithiin, Megha Akash, Madhunandan, Rao Ramesh, Sanjay Swaroop Drama"
soda golisoda,Hari Babu,"Maanas, Nitya Naresh, Brahmanandam, Ali, Shakalaka Shankar, Krishna Bhagawan",Romance,"Hari Babu Maanas, Nitya Naresh, Brahmanandam, Ali, Shakalaka Shankar, Krishna Bhagawan Romance"
satya gang,Prabhas Nimmala,"Sathvik Eshwar, Prathyush, Akshita, Harshitha Singh, Suman, Suhasini Maniratnam",Action drama,"Prabhas Nimmala Sathvik Eshwar, Prathyush, Akshita, Harshitha Singh, Suman, Suhasini Maniratnam Action drama"
rachayitha,Vidya Sagar Raju,"Vidya Sagar Raju, Sanchita Padukone, Ragini, Supriya",Drama,"Vidya Sagar Raju Vidya Sagar Raju, Sanchita Padukone, Ragini, Supriya Drama"
idi naa love story,M. Ramesh Gopi,"Tarun Kumar, Oviya, Manchu Manoj",Romance,"M. Ramesh Gopi Tarun Kumar, Oviya, Manchu Manoj Romance"
tharuvatha evaru,G. Krishna Reddy  Rajesh Koduru,"Manoj, Priyanka Sharma, Kamal Kamaraju",Horror,"G. Krishna Reddy  Rajesh Koduru Manoj, Priyanka Sharma, Kamal Kamaraju Horror"
chilkur balaji,Allani Sridhar,"Sunil Sharma, Saikumar, S. P. Balasubrahmanyam, Aamani, Bhanu Sri Mehra, Suman",Devotional,"Allani Sridhar Sunil Sharma, Saikumar, S. P. Balasubrahmanyam, Aamani, Bhanu Sri Mehra, Suman Devotional"
agnyaathavaasi,Trivikram Srinivas,"Pawan Kalyan, Keerthy Suresh, Anu Emmanuel, Aadhi Pinisetty, Boman Irani",Action,"Trivikram Srinivas Pawan Kalyan, Keerthy Suresh, Anu Emmanuel, Aadhi Pinisetty, Boman Irani Action"
jai simha,K. S. Ravikumar,"Nandamuri Balakrishna, Nayantara, Haripriya, Natasha Doshi, Prakash Raj",Action,"K. S. Ravikumar Nandamuri Balakrishna, Nayantara, Haripriya, Natasha Doshi, Prakash Raj Action"
rangula ratnam,Sri Rajani,"Raj Tarun, Chitra Shukla, Priyadarshi Pullikonda, Sithara",Romance,"Sri Rajani Raj Tarun, Chitra Shukla, Priyadarshi Pullikonda, Sithara Romance"
3 mukhi,Aishwarya Addala,"Aishwarya Addala, Satyanand, Gopi Chand, Yadha Kumar",Horror,"Aishwarya Addala Aishwarya Addala, Satyanand, Gopi Chand, Yadha Kumar Horror"
ego,R. V. Subramanyam,"Aashish Raj Bidkikar, Simran Sharma, Diksha Panth",Romance,"R. V. Subramanyam Aashish Raj Bidkikar, Simran Sharma, Diksha Panth Romance"
bhaagamathie,G. Ashok,"Anushka Shetty, Jayaram, Unni Mukundan, Asha Sarath, Murali Sharma",Thriller-Horror,"G. Ashok Anushka Shetty, Jayaram, Unni Mukundan, Asha Sarath, Murali Sharma Thriller-Horror"
chalo,Venky Kudumula,"Naga Shaurya, Rashmika Mandanna, Naresh, Achyuth Kumar, Raghu Babu",Romantic comedy,"Venky Kudumula Naga Shaurya, Rashmika Mandanna, Naresh, Achyuth Kumar, Raghu Babu Romantic comedy"
hbd - hacked by devil,Krishna Karthik,"Santoshi Sharma, Meghana, Himaja",Horror,"Krishna Karthik Santoshi Sharma, Meghana, Himaja Horror"
touch chesi chudu,Vikram Sirikonda,"Ravi Teja, Raashi Khanna, Seerat Kapoor, Freddy Daruwala",Action romance,"Vikram Sirikonda Ravi Teja, Raashi Khanna, Seerat Kapoor, Freddy Daruwala Action romance"
howrah bridge,Revan Yadhu,"Rahul Ravindran, Chandini Chowdhary, Manali Rathod, Rao Ramesh, Ajay, Ali",Romance,"Revan Yadhu Rahul Ravindran, Chandini Chowdhary, Manali Rathod, Rao Ramesh, Ajay, Ali Romance"
gayatri,R. R. Madan,"Mohan Babu, Shriya Saran, Vishnu Manchu, Brahmanandam",Action drama,"R. R. Madan Mohan Babu, Shriya Saran, Vishnu Manchu, Brahmanandam Action drama"
inttelligent,V. V. Vinayak,"Sai Dharam Tej, Lavanya Tripathi",Action,"V. V. Vinayak Sai Dharam Tej, Lavanya Tripathi Action"
