Year,Month,Title,Director,Cast,Genre
2001,MAY,Maa Aavida Meda Ottu Mee Aavida Chala Manchidi,E. V. V. Satyanarayana,"Meka Srikanth, Laya, Raasi, Vadde Naveen",Drama
2001,MAY,Chinna,Dasari Narayana Rao,"Dasari Narayana Rao, Kota Srinivasa Rao, Betha Sudhakar",Action
2001,JUN,Repallelo Radha,Saritha,"Dileep, Gummadi, Satyanarayana",Drama
2001,APR,Raave Naa Cheliya,P Kishore Kumar,"Sai Kiran, AVS, Prudhviraj",Romance
2001,MAY,Pandanti Samsaram,Krishna,"Krishna, Babu Mohan, Kota Srinivasa Rao",Drama
2001,MAY,Prematho Raa,Udayasankar,"Venkatesh, Simran",Romance
2001,MAY,Ammayi Kosam,Muppalaneni Siva,"Vineeth, Meena, Ravi Teja, Venu",Comedy
2001,MAY,Love,Ravi Chavali,"Sivaji, Manya, Ali, Tanikella Bharani",Romance
2001,APR,Kushi,S. J. Suryah,"Pawan Kalyan, Bhoomika Chawla, Mumtaj",Romance
2001,APR,Darling Darling,M. V. Murali Krishna,"Srikanth, Shaheen Khan",Romance
2001,MAY,Ninnu Chudalani,V. R. Pratap,"Jr. NTR, Raveena Rajput",Romance
2001,APR,Orey Thammudu,Sai Balaji,"Srihari, Sanghavi",Action
2002,AUG,Prudhvi Narayana,P. Vasu,"Srihari, Vijayalakshmi, Meghana Naidu, Lakshmi",Action
2002,AUG,Prema Sakshiga,V. Jyothi Kumar,"Vijay, Swetha, Anjali, Sraavan",Romance
2002,SEP,Bharata Simha Reddy,G. Nageswara Reddy,"Rajasekhar, Meena, Gajala, Ravali, Brahmanandam",Action
2002,SEP,Chennakeshava Reddy,V. V. Vinayak,"Nandamuri Balakrishna, Shriya Saran, Tabu, Devayani",Action
2002,SEP,Khaidi Brothers,Sahar,"Sai Kumar, Lakshman, Ram, Surya Prakash, Rekha",Action
2002,SEP,Okato Number Kurradu,A. Kodandarami Reddy,"Nandamuri Taraka Ratna, Rekha Vedavyas, Brahmanandam",Action / Romance
2002,AUG,Holi,Vara Prasad,"Uday Kiran, Richa Pallod, Sunil",Romance
2002,SEP,Manamiddaram,,"Raja Sridhar, Sonali Joshi, Lahari",Romance
2002,AUG,Sontham,Srinu Vaitla,"Aryan Rajesh, Namitha, Rohith, Sunil",Romance
2002,JUN,Neetho,B. Satya Naidu,"Akash, Ashita, Anu Priya, Giribabu, Sudhakar",Drama
2002,AUG,Kuchi Kuchi Koonamma,Ashok Kumar,"Jakeer, Siri, K. Viswanath",Romance
2002,AUG,Ninne Cherukunta,,"Revanth, Shwetha, Chandra Mohan",Romance
2002,AUG,Avunu Valliddaru Ista Paddaru!,Vamsi,"Ravi Teja, Kalyani",Romance
2002,JUL,Indra,B. Gopal,"Chiranjeevi, Sonali Bendre, Aarti Agarwal",Action/Drama
2002,JUL,Allari Ramudu,B. Gopal,"Jr. NTR, Aarti Agarwal, Gajala",Action
2002,JUL,Girl Friend,,"Rohith, Anitha Patil",Romance
2002,JUL,Janam,Ayyappa P. Sharma,"Sai Kumar, Vani Viswanath, Thriller Manju, Zarina",Action
2002,JUN,Kanulu Moosina Neevaye,Manjula Naidu,"Deepak, Archana",Romance
2002,SEP,Malli Malli Chudali,Pawan Sridhar,"Venu, Janani",Romance
2002,AUG,Idiot,Puri Jagannadh,"Ravi Teja, Rakshita",Action / Romance
2002,SEP,Aahuti,Y. Sai Nivas,Chandra Babu,Drama
2002,DEC,Ninnu Choodaka Nenundalenu,R. Srinivas,"Sachin, Bhavana Pani",Romance / Drama
2002,OCT,Janda,Kodi Ramakrishna,"Ajju, Sravan, Akrithi",Action
2002,DEC,Anveshana,,"Ravi Teja, Radhika Varma, Bose, Raghu Babu, Jeeva",Thriller
2002,JUN,Sreeram,V. N. Aditya,"Uday Kiran, Anitha Hassanandani, Ashish Vidyarthi",Romance
2002,DEC,Manmadhudu,K. Vijaya Bhaskar,"Akkineni Nagarjuna, Sonali Bendre, Anshu",Romance
2002,DEC,Premalo Pavani Kalyan,Polur Ghatikachalam,"Deepak, Ankitha, Anita Hassanandani",Romance
2002,DEC,Coolie,,"Srihari, Raasi, Mumtaj",Action
2002,DEC,Trinetram,Kodi Ramakrishna,"Sijju, Raasi",Action
2002,DEC,Thotti Gang,E. V. V. Satyanarayana,"Allari Naresh, Prabhu Deva, Sunil, Anitha, Gajala",Romance
2002,NOV,Yuvarathna,U. Narayana Rao,"Nandamuri Taraka Ram, Jeevitha",Action
2002,NOV,Khadgam,Krishna Vamshi,"Ravi Teja, Srikanth, Sonali Bendre, Prakash Raj, Kim Sharma, Sangeetha",Action
2002,NOV,2 Much,K. Veeru,"Balakumar, Ruthika, Ali",
2002,NOV,Eeswar,Jayanth C. Paranjee,"Prabhas, Sridevi Vijayakumar, Revathi",Action / Romance
2002,NOV,Siva Rama Raju,V. Samudra,"Jagapathi Babu, Mounika, Venkat, Nandamuri Harikrishna",Action
2002,NOV,Nee Sneham,Parichuri Murali,"Uday Kiran, Aarti Agarwal, Jatin Grewal",Romance
2002,OCT,Bobby,Sobhan,"Mahesh Babu, Aarti Agarwal",Action
2002,OCT,Police Sisters,Vikki,"Roja, Raasi, Sridhar, Brahmanandam",Action
2002,OCT,Pilisthe Palukutha,Kodi Ramakrishna,"Jai Akash, Shamita Shetty",Romance
2002,OCT,Dhanalakshmi I Love You,Siva Nageswara Rao,"Allari Naresh, Aditya Om, Ankitha",Romance
2002,OCT,Gemeni,,"Venkatesh, Namitha, Mumtaj",Action
2002,OCT,Nuvve Nuvve,Trivikram Srinivas,"Tarun, Shriya Saran, Prakash Raj",Romance
2002,OCT,Prema Donga,Ramana,"Srihari, Soundarya, Vinod",Action
2002,JUN,Hrudayanjali,A. Raghurami Reddy,"Sanjay Mitra, Girija Shettar",Romance
2002,DEC,Sandade Sandadi,Muppalaneni Siva,"Rajendra Prasad, Jagapathi Babu, Raasi",Comedy
